lon,lat,iron_oxide,ferrous,clay,ndvi,elevation,slope,curvature,twi,dist_um,label
121.63826750830046,-4.20546300260554,1.9979357,1.4724231,1.2452952,0.041497454,143,6.7225933,-16.0,11.188942548318012,0.0,1
121.64347773694836,-4.200612100071295,2.480469,1.232492,1.3209927,0.34946853,112,7.6223874,-16.0,13.00792001265068,0.0,1
121.53064933726294,-4.244809212049975,2.4537697,1.3194903,1.1077654,0.10249739,32,0.92996037,3.0,15.11740530719714,0.0,1
121.64437605223247,-4.2047443503782445,1.7816993,1.3494276,1.2795784,0.050091475,146,24.144012,-39.0,10.546358754406002,0.0,1
121.63503357327762,-4.216422449071798,2.783657,1.6502721,1.1619359,0.08829659,249,8.489461,-22.0,10.952825535243033,0.0,1
121.64671167197118,-4.194144230025634,2.4496753,1.6458141,1.2247548,0.086746015,80,6.482073,-4.0,13.933763487682208,112.40595864527155,1
121.61059939754958,-4.228998863049472,2.4876542,1.6141642,1.254059,0.12372254,165,14.108879,11.0,10.43168313442949,224.33035109294468,1
121.58742286321927,-4.228459873878999,2.1295547,1.4604316,1.1431253,0.027726442,26,6.482355,-13.0,11.22562869716744,432.6885475377872,1
121.6190435612203,-4.274094290312271,2.0656934,1.2262495,1.2673501,0.073080875,187,9.616734,-26.0,10.825976427516132,380.8260410567313,1
121.53585956591084,-4.244988875106799,2.490247,1.3769401,1.0860441,0.081534795,30,9.078957,-4.0,10.884592351275495,0.0,1
121.64293874777788,-4.204205361207772,2.2467043,1.3830462,1.2450918,0.0873972,115,10.280294,-5.0,11.451128995304268,0.0,1
121.6348539102208,-4.215524133787678,1.9648972,1.3637396,1.2812945,0.07028561,235,5.847177,4.0,11.329568640035577,0.0,1
121.63215896436844,-4.186957707752677,3.596107,2.0841935,1.1463999,0.109370306,52,3.3430731,2.0,13.500454020449022,69.16658454720354,1
121.63575222550492,-4.2094155898556656,1.927954,1.333192,1.194455,0.08062299,178,5.5624566,15.0,11.379827579679116,0.0,1
121.62838604017514,-4.183723772729848,3.7376726,1.8667103,1.0893699,0.094817296,43,2.625009,2.0,12.13326436843685,263.1227358663224,1
121.5319069786607,-4.24642617956139,1.9304763,1.1900897,1.1469741,0.071886435,46,5.8472004,-1.0,11.329525506239744,0.0,1
121.64365740000515,-4.195401871423401,1.7456896,1.0645585,1.3079724,0.30412373,89,8.255949,17.0,10.981145354466785,0.0,1
121.64024380192552,-4.209595252912489,1.5421053,1.4233698,1.2681452,0.018117059,164,19.719133,30.0,10.07681437258806,0.0,1
121.64132178026648,-4.19809681727576,2.7022898,1.4136014,1.2657986,0.3072407,72,4.1495247,2.0,15.00648638094233,0.0,1
121.6445557152893,-4.194683219196105,1.975827,1.3828421,1.2443461,0.06361171,105,5.2390814,-2.0,11.440095425446374,0.0,1
121.59802298357192,-4.2094155898556656,2.2778716,1.3990322,1.2210022,0.06951874,159,0.92991805,13.0,13.171587071735992,0.0,1
121.53729687036542,-4.264931474414253,1.7873353,1.1885107,1.2143829,0.036883608,92,5.8601108,15.0,12.42589398025864,0.0,1
121.63718952995951,-4.206900307060131,2.548632,1.7254629,1.1026627,0.12587963,157,4.7308006,0.0,11.542648775633095,0.0,1
121.5363985550813,-4.24552786427727,2.2049305,1.1417223,1.1685921,0.2513733,22,1.3132461,-1.0,15.716661773242675,0.0,1
121.64886762865306,-4.1934255777983385,2.9018734,1.7839999,1.255233,0.102991864,69,3.8280985,-5.0,14.750908175418802,307.14127059442455,1
121.63970481275504,-4.214805481560383,2.1933904,1.5932798,1.1565344,0.053354464,197,8.689366,8.0,10.92920026861744,0.0,1
121.634674247164,-4.214805481560383,3.1068919,1.6562619,1.0967985,0.08643506,234,3.3465858,-3.0,12.583076519754064,0.0,1
121.5371172073086,-4.264572148300604,1.7431328,1.1684893,1.2885216,0.025119392,96,4.631976,-13.0,12.256928747826343,0.0,1
121.63862683441413,-4.207978285401074,1.9766188,0.9697648,1.3377961,0.4182107,146,3.9341383,0.0,14.212656491015636,0.0,1
121.646891335028,-4.19396456696881,2.2734256,1.7316368,1.2395804,0.077594265,78,1.8593094,6.0,15.186526755396326,139.8321966842141,1
121.64186076943692,-4.192167936400571,2.5595238,1.4362296,1.179669,0.1036331,57,12.278815,-15.0,10.5756858652835,0.0,1
121.63269795353892,-4.219476721037805,1.6188747,0.83931094,1.5295935,0.59756374,205,10.137571,10.0,11.46539066005451,0.0,1
121.59856197274236,-4.209235926798842,2.0107527,1.4807856,1.2465851,0.06478746,158,7.9347568,16.0,11.021341664496385,0.0,1
121.63539289939128,-4.220734362435572,2.0609555,1.4860433,1.2085699,0.067809224,271,5.547545,1.0,11.382514531664633,0.0,1
121.64707099808484,-4.195940860593873,2.494,1.7312068,1.1912509,0.09022374,88,7.6223445,1.0,11.062024861887329,0.0,1
121.63916582358458,-4.203666372037301,1.7351778,1.2677668,1.351526,0.059789427,138,7.0310135,-15.0,11.143655320276125,0.0,1
121.61796558287936,-4.275172268653215,2.4414415,1.4562353,1.1200936,0.096331954,140,14.153428,25.0,12.73092800935672,450.41766900286336,1
121.63772851912998,-4.217500427412741,3.26091,1.6783525,1.1694568,0.0746937,236,2.077528,7.0,13.060535100465138,0.0,1
121.6332369427094,-4.185700066354911,2.4937966,1.453756,1.2034508,0.067934126,49,3.8190794,-10.0,11.757553860766862,251.74188484236186,1
121.6409624541528,-4.199534121730351,2.8629215,1.7758113,1.1477598,0.10784312,73,0.92990613,8.0,19.52770091454865,0.0,1
121.63952514969824,-4.201151089241766,2.0290167,1.4283663,1.2739792,0.08629936,105,12.3040085,-19.0,11.672173379490344,0.0,1
121.64347773694836,-4.193245914741515,1.7446655,1.3459989,1.2223771,0.038565006,89,11.723726,-42.0,11.316473490911362,0.0,1
121.6445557152893,-4.190550968889156,2.6654835,1.8232028,1.132391,0.090661444,54,2.7802885,8.0,13.867456680733278,299.8876893497605,1
121.61059939754958,-4.229537852219943,3.1204188,1.8239796,1.1389536,0.09969787,174,14.225754,35.0,10.42308738225744,273.6088638477319,1
121.64275908472104,-4.193784903911986,2.4864588,1.5282656,1.2139171,0.078583576,69,11.169225,7.0,11.77170420283898,0.0,1
121.6416811063801,-4.1925272625142185,2.8501072,1.5615752,1.1791314,0.22300057,46,11.730428,13.0,10.622740000533112,0.0,1
121.5987416357992,-4.209056263742018,2.4735065,1.4771515,1.2091645,0.08962656,158,7.9347568,-18.0,11.021341664496385,0.0,1
121.64042346498236,-4.205283339548716,1.8488283,1.355623,1.2519298,0.036628626,130,13.562066,8.0,11.16596696410053,0.0,1
121.53693754425176,-4.2652908005279,1.7783364,1.1960583,1.1975334,0.028939605,90,4.993967,-1.0,12.181324461066618,0.0,1
121.63754885607317,-4.2169614382422695,3.2042253,1.6740186,1.0732466,0.10937117,235,11.197339,-15.0,13.614921946590584,0.0,1
121.63683020384586,-4.21929705798098,2.9294605,1.7158916,1.1159567,0.09833971,249,13.85647,28.0,11.143631544442211,0.0,1
121.63647087773222,-4.210493568196609,1.9542109,1.4501522,1.1733373,0.047429286,177,2.9375522,-5.0,12.020560925946173,0.0,1
121.6355725624481,-4.2160631229581504,2.7084353,1.5631721,1.1366937,0.08061001,240,6.5302835,-1.0,11.218214037951306,0.0,1
121.7106717202005,-4.318471065347776,1.0466666,0.45451277,2.2531195,0.85999334,566,5.239501,11.0,11.43985713083858,0.0,1
121.59676534217414,-4.213008850992144,1.996859,1.3875221,1.1920154,0.100221165,146,22.229168,35.0,9.945590643304127,0.0,1
121.63449458410716,-4.213188514048968,1.590049,1.3267746,1.2317336,0.06644725,225,13.712887,-25.0,10.46132132815435,0.0,1
121.63593188856174,-4.210493568196609,1.9385554,1.4501196,1.1944146,0.05358368,182,5.927408,-15.0,12.414461705484534,0.0,1
121.70725812212083,-4.322423652597902,0.9756945,0.4688381,2.2924962,0.8382268,503,6.2010264,5.0,12.656537533386746,222.26925996333762,1
121.63844717135729,-4.202588393696358,1.8318211,1.3201637,1.3268471,0.058304176,134,8.49795,4.0,10.95182936125101,0.0,1
121.64437605223247,-4.200073110900823,2.6696832,2.1033492,1.180451,0.14103729,116,2.0741444,-4.0,15.364772738107686,0.0,1
121.63647087773222,-4.216781775185446,3.1115043,1.8235565,1.1377115,0.10180102,242,1.8593637,-9.0,12.47842133319254,0.0,1
121.70869542657545,-4.316494771722713,2.6585364,1.1105348,1.5026315,0.4045072,568,0.9300474,0.0,13.171311076763637,5.067391256820912,1
121.62676907266372,-4.184622088013967,3.4989712,1.9292929,1.1115172,0.11177856,51,0.92740995,-2.0,13.17431846263968,163.99979427317317,1
121.62012153956124,-4.270501029175793,3.1123967,1.4942967,1.1289499,0.113882355,209,2.7802885,0.0,12.075597943492031,410.8582718797353,1
121.63539289939128,-4.212110535708025,2.184347,1.505424,1.1778549,0.091349386,200,11.730604,-27.0,11.31584636808644,0.0,1
121.60107725553792,-4.227920884708528,2.3978658,1.5225675,1.2138327,0.06785187,255,12.895186,-21.0,11.218197604366797,0.0,1
121.64599301974388,-4.1963001867075205,2.4699454,1.7126168,1.174303,0.0840932,100,4.719084,-7.0,12.238299147159404,0.0,1
121.59856197274236,-4.211212220423905,3.1371157,2.0739393,1.1580372,0.10849852,170,7.6224837,-14.0,11.061987915974685,0.0,1
121.64132178026648,-4.195401871423401,3.3383458,1.7593516,1.1542867,0.12672101,60,5.8596387,7.0,17.813589724641787,0.0,1
121.6310809860275,-4.197737491162112,1.608871,1.3130991,1.2968447,0.009802705,200,16.310097,-9.0,10.279712328319658,0.0,1
121.64491504140294,-4.18983231666186,2.9144144,1.9078879,1.1145976,0.08731837,54,2.9312108,1.0,13.81450933739211,387.36260867844976,1
121.63898616052776,-4.204205361207772,2.0685008,1.3127134,1.2691262,0.12979351,131,5.623987,5.0,15.280783113539902,0.0,1
121.64186076943692,-4.201690078412238,2.3424273,1.315664,1.3455837,0.33838186,89,8.509872,-9.0,17.256665635430878,0.0,1
121.64024380192552,-4.195401871423401,3.1807628,1.7016029,1.1320754,0.11836361,73,8.699371,-6.0,10.928057338987754,0.0,1
121.53442226145624,-4.244809212049975,2.3027167,1.365209,1.1097655,0.07795908,38,0.0,-1.0,16.65164578945429,0.0,1
121.64437605223247,-4.190011979718684,3.1229699,1.8683755,1.1071855,0.12654123,54,3.3465123,5.0,11.889983558388868,335.51208436583414,1
121.64024380192552,-4.2027680567531815,1.7835467,1.3225137,1.2669532,0.04529872,118,14.368743,6.0,10.41269255466775,0.0,1
121.6483286394826,-4.194323893082458,2.3737588,1.9466667,1.3139495,0.07630744,75,4.631826,-2.0,12.662513712866623,191.50047399479718,1
121.64725066114164,-4.191628947230099,2.6540804,1.7173996,1.266724,0.08213989,72,2.9312115,-6.0,12.022749041109227,379.79288888595045,1
121.643837063062,-4.197917154218936,2.0004551,1.2424822,1.3680383,0.13381945,109,9.264404,-20.0,10.86408168960806,0.0,1
121.63359626882304,-4.215883459901327,2.693904,1.5659752,1.1481594,0.07421439,235,4.1496005,2.0,12.36739177038093,0.0,1
121.64293874777788,-4.205642665662364,1.7548544,0.7849259,1.5507787,0.6286594,110,7.3788605,16.0,17.110992928666278,0.0,1
121.6317996382548,-4.218758068810509,2.057762,1.1714932,1.3204749,0.21721214,208,12.911448,18.0,11.216906300076069,0.0,1
121.60431119056074,-4.230436167504062,2.1786757,1.5905869,1.252248,0.06312153,263,4.9839673,-18.0,11.490235848556836,353.87574296514777,1
121.58688387404882,-4.227022569424408,2.9527185,2.0213373,1.1300199,0.0591337,18,7.83162,-16.0,14.170066460077978,437.8643065054489,1
121.63988447581188,-4.207079970116955,2.4774537,1.7078432,1.1224227,0.12052729,128,0.92740995,12.0,17.04548957792063,0.0,1
121.6483286394826,-4.192886588627866,3.399015,1.9017642,1.1212766,0.09290097,70,4.639731,12.0,14.506626951123852,325.58598947641605,1
121.64437605223247,-4.20133075229859,2.5798814,2.0089927,1.148783,0.12096778,115,2.074145,4.0,14.160796325949274,0.0,1
121.64473537834613,-4.199713784787175,2.940707,2.096171,1.1651542,0.13281775,116,2.9375155,4.0,14.585534846268295,0.0,1
121.6334166057662,-4.214086829333088,2.94,1.6558112,1.1069533,0.14415461,229,2.6250606,-8.0,12.133205723648691,0.0,1
121.5333442831153,-4.248402473186453,2.1702943,1.3146608,1.1850097,0.1482412,71,15.788154,13.0,11.41254927827362,0.0,1
121.70312587181388,-4.319010054518247,2.996552,1.182803,1.3532146,0.2591645,553,8.511091,22.0,11.643259667637826,0.0,1
121.634674247164,-4.18659838163903,2.6306198,1.5263581,1.1972854,0.06881721,53,3.8190796,-3.0,13.366988935901784,167.55045048025366,1
121.63880649747092,-4.20043243701447,2.1679316,1.4347416,1.2387234,0.074149124,99,18.398348,16.0,11.250154432207587,0.0,1
121.59676534217414,-4.211032557367081,2.1280487,1.4502773,1.1909533,0.050893575,143,9.616026,24.0,12.435570998981293,0.0,1
121.63269795353892,-4.219476721037805,1.6188747,0.83931094,1.5295935,0.59756374,205,10.137571,10.0,11.46539066005451,0.0,1
121.7106717202005,-4.315776119495417,2.9151757,1.5510349,1.2615827,0.12475127,562,5.2394924,-12.0,12.133008799417178,199.7037764210355,1
121.59766365745826,-4.208337611514723,1.8275862,1.3806391,1.1967413,0.054509453,181,6.4821897,-29.0,11.225680004749291,0.0,1
121.64024380192552,-4.203307045923653,1.7696513,1.2763295,1.2657703,0.052689373,125,10.28483,-11.0,10.75753142332811,0.0,1
121.6235351376409,-4.184801751070791,3.192153,1.8948654,1.1505344,0.12625639,42,6.4819956,-11.0,11.918885675549893,267.04403715966015,1
121.61041973449277,-4.230256504447238,2.3505154,1.6253037,1.2273005,0.06557376,173,14.225757,18.0,10.423086298668355,350.52931583839444,1
121.640782791096,-4.196479849764344,3.094235,1.5270643,1.172043,0.25593176,63,9.264385,15.0,17.323969662292832,0.0,1
121.64347773694836,-4.195940860593873,2.0850515,1.3395605,1.3494465,0.2557498,90,12.698857,-9.0,11.234103989651691,0.0,1
121.62946401851607,-4.184262761900319,3.8810658,1.8241146,1.0710281,0.104008794,41,3.8280563,0.0,11.7552008320539,203.7274428126264,1
121.59658567911733,-4.212649524878496,2.2241557,1.4153622,1.3016404,0.116666645,145,21.300573,-35.0,9.99266204488256,0.0,1
121.618324908993,-4.274992605596391,2.0643613,1.3820884,1.2266574,0.08669781,154,13.882241,-1.0,12.751068572759504,419.89015865436903,1
121.63844717135729,-4.20546300260554,2.1296473,1.4949893,1.2229545,0.06497855,143,6.7225933,-18.0,11.188942548318012,0.0,1
121.6445557152893,-4.193605240855162,1.6810995,1.3175085,1.2371612,0.036818277,93,10.459241,-8.0,10.74035471101092,30.057506547590396,1
121.6416811063801,-4.193245914741515,2.7551022,1.3795478,1.2224342,0.26480597,46,8.509788,6.0,11.643575070188916,0.0,1
121.70150890430249,-4.316674434779537,3.2678437,1.7475014,1.2575655,0.08846472,549,5.3962197,13.0,11.410217647588448,0.0,1
121.64257942166424,-4.197737491162112,3.164179,1.8984629,1.1699196,0.11735624,84,8.5013685,10.0,12.0500383609149,0.0,1
121.63305727965256,-4.195042545309754,2.179141,1.2814646,1.2923077,0.19236016,139,23.489626,-53.0,9.884143016196743,0.0,1
121.71103104631412,-4.317572750063656,0.9300699,0.44677547,2.3875432,0.8710928,562,2.7802885,1.0,12.07553839980533,102.11954939786447,1
121.5973043313446,-4.213008850992144,2.0910723,1.3825737,1.2200309,0.10261842,174,18.068556,1.0,10.17089613452315,0.0,1
121.63377593187984,-4.186059392468558,2.3979487,1.4215688,1.1888994,0.062925845,50,1.3131957,-1.0,12.826407021953534,245.76573153535998,1
121.6452743675166,-4.202588393696358,2.7559729,1.7939489,1.2680678,0.085503936,120,3.7047918,21.0,13.397438289241869,0.0,1
121.63898616052776,-4.210852894310257,2.01769,1.5190344,1.1673207,0.052528687,166,9.774989,-24.0,13.944909595094972,0.0,1
121.63862683441413,-4.200612100071295,2.337092,1.4362141,1.2106045,0.12885742,109,19.203201,12.0,10.79863877953398,0.0,1
121.53496125062672,-4.261338213277774,3.4513676,0.5322471,1.2365931,-0.21314101,60,4.1497955,14.0,13.976724881716224,0.0,1
121.63126064908433,-4.21929705798098,2.1633594,1.3558933,1.189428,0.09384364,198,13.661086,-43.0,11.158394648371464,0.0,1
121.64114211720964,-4.203307045923653,2.167059,1.3984551,1.2464143,0.05860304,106,14.558269,-8.0,10.399013653756551,0.0,1
121.53819518564954,-4.263853496073309,1.6220702,1.1269964,1.249676,0.014925404,110,7.8934517,-12.0,11.026558565968992,0.0,1
121.63359626882304,-4.215164807674031,2.9220693,1.5374845,1.103291,0.11913928,233,3.7148128,-9.0,12.478424400582098,0.0,1
121.53388327228576,-4.24409055982268,2.1492386,1.2450465,1.125777,0.077559896,38,6.670666,-11.0,12.295330598001096,0.0,1
121.63772851912998,-4.210134242082962,2.2245417,1.4890214,1.1376733,0.0873232,172,9.240461,9.0,11.965312155661875,0.0,1
121.63880649747092,-4.210134242082962,1.9926152,1.3326713,1.2063103,0.0938364,172,2.9375503,-11.0,12.020562887297896,0.0,1
121.63826750830046,-4.217141101299093,3.3031788,1.9404131,1.1544402,0.112934954,236,5.6239896,-15.0,11.368745322537396,0.0,1
121.63880649747092,-4.200612100071295,2.0617504,1.3936367,1.2326572,0.07614213,99,18.398348,54.0,11.250154432207587,0.0,1
121.646891335028,-4.195401871423401,2.7938259,2.0386379,1.2108611,0.015540047,88,7.45054,14.0,11.08508873319702,5.20811958676812,1
121.63000300768655,-4.183903435786672,3.6712565,1.7463303,1.0791953,0.10939459,40,2.9312086,-4.0,13.814517717500516,243.99298124499663,1
121.64437605223247,-4.1963001867075205,1.6422716,1.3450829,1.3333334,0.005671738,116,8.242853,-25.0,10.982753251901102,0.0,1
121.64904729170988,-4.191988273343747,3.6830263,2.003903,1.1575651,0.12296081,68,5.638162,10.0,11.366244529917404,452.11889297272035,1
121.7085157635186,-4.317393087006832,1.9469386,0.75017136,1.792059,0.6061649,573,3.343248,5.0,11.890799820037834,0.0,1
121.707078459064,-4.318111739234128,1.0926517,0.4771868,2.3312807,0.84126246,584,10.755172,-25.0,10.711646657679424,0.0,1
121.6431184108347,-4.199893447843999,2.0512304,1.3689489,1.3004764,0.11878301,105,9.078524,17.0,14.142792656724074,0.0,1
121.6348539102208,-4.2201953732651,1.9692136,1.4637729,1.1779785,0.06597465,267,10.285042,12.0,10.757489086967178,0.0,1
121.63521323633444,-4.219117394924156,2.2902656,1.4543316,1.1947585,0.07006828,257,15.792539,-32.0,10.313682766578614,0.0,1
121.6025145599925,-4.229178526106296,2.4802005,1.5393238,1.1722021,0.07140848,274,8.256232,-17.0,10.981067307725857,119.1653806616536,1
121.6423997586074,-4.197378165048464,2.5794156,1.6616182,1.1710675,0.10552987,81,10.392009,-26.0,11.8455543282847,0.0,1
121.70348519792752,-4.3159557825522405,3.1808174,1.6345924,1.3893207,0.10841783,563,14.360627,16.0,11.511748363918112,0.0,1
121.64437605223247,-4.203486708980477,2.631847,1.6461855,1.2089643,0.07993768,128,10.697964,18.0,10.71725382238127,0.0,1
121.6332369427094,-4.214266492389911,3.3132744,1.7705055,1.0798362,0.120197415,229,2.6250606,-6.0,12.133205723648691,0.0,1
121.53621889202448,-4.265650126641548,2.2035995,1.4529724,1.1874547,0.07002138,92,7.604567,-3.0,11.064299091428644,0.0,1
121.63683020384586,-4.204924013435068,1.5120192,0.9765175,1.5252595,0.5641026,141,4.142872,-1.0,15.172392760349288,0.0,1
121.64401672611882,-4.188574675264093,1.9156626,1.7572615,1.2891933,-0.07173808,41,6.663542,17.0,11.89101487213922,438.5056027927078,1
121.64293874777788,-4.190371305832332,2.331882,1.5051658,1.1641666,0.06742769,51,6.5386124,0.0,13.162868445166028,207.82544068016128,1
121.63539289939128,-4.208157948457899,2.0887575,1.5808355,1.1208166,0.14297277,180,6.54708,-9.0,11.215632843453148,0.0,1
121.64329807389151,-4.1925272625142185,2.2942874,1.4115777,1.1327208,0.08513576,72,7.4359484,-2.0,11.78022050625225,41.342676044282854,1
121.63916582358458,-4.210673231253433,1.7473375,1.4037867,1.1835804,0.042077705,165,10.392094,-17.0,13.882409097478304,0.0,1
121.59586702689002,-4.209954579026137,2.3800278,1.455208,1.2013447,0.15238331,155,9.0624695,7.0,10.886485711490955,0.0,1
121.61796558287936,-4.197917154218936,0.8864469,0.4033309,2.3987942,0.8689945,83,4.730749,-10.0,12.23581672341784,0.0,0
121.61958255039076,-4.2103139051397855,1.0405798,0.54326624,2.2455919,0.80280143,91,10.259488,4.0,10.760044283299464,0.0,0
121.63611155161855,-4.234568417811012,0.95187163,0.5216524,2.1617472,0.81583035,251,12.428521,-17.0,12.354892202178211,0.0,0
121.6190435612203,-4.22756155859488,1.2025316,0.56381154,2.242134,0.82142854,58,6.200873,27.0,14.103599727185951,0.0,0
121.67905102219947,-4.308050608051989,1.1910112,0.5034538,2.146093,0.7975167,459,11.731473,-24.0,10.622501203234735,0.0,0
121.68102731582456,-4.303379368574568,1.3490012,0.6683417,2.0640154,0.6945184,408,11.490206,-26.0,16.721501275410294,0.0,0
121.61203670200416,-4.213008850992144,0.9712747,0.49130085,2.3897514,0.8410226,49,8.501464,-16.0,12.74315361973598,0.0,0
121.59371107020812,-4.231154819731358,1.1635884,0.5650239,2.0176573,0.7461505,107,14.548048,15.0,11.498323795612452,352.6791662082129,0
121.62443345292502,-4.2245072866288735,0.9863481,0.46881342,2.3660321,0.8452891,129,20.264532,30.0,10.047166570130896,0.0,0
121.63521323633444,-4.244449885936327,1.0229708,0.5507953,2.284108,0.78451616,225,2.077586,-10.0,15.3630571927849,0.0,0
121.61958255039076,-4.226842906367584,1.0976491,0.5813135,2.1617873,0.77659184,64,9.594767,15.0,18.23929964955425,0.0,0
121.6334166057662,-4.251277082095635,1.0115607,0.49712145,2.2693825,0.8169456,245,9.265024,5.0,10.86394608707434,0.0,0
121.61580962619747,-4.198635806446231,1.1385542,0.5855978,2.0475059,0.77242625,65,4.730752,0.0,11.54266959077634,0.0,0
121.64743032419848,-4.244629548993151,0.96529967,0.5718232,2.2747252,0.82828283,328,11.657701,2.0,11.322217050357745,0.0,0
121.62299614847042,-4.22432762357205,0.99844,0.48746178,2.3562455,0.82172704,118,17.684862,-28.0,10.193806233927694,0.0,0
121.53891383787683,-4.272297659744032,1.0961833,0.5436629,2.147651,0.782556,79,20.69853,-28.0,11.122608841494417,0.0,0
121.61329434340192,-4.221632677719692,0.9953917,0.53244483,2.282993,0.813552,109,7.604542,-9.0,11.757505023143423,0.0,0
121.68911215338164,-4.301043748835857,1.064695,0.47936326,2.406648,0.8499023,559,11.575163,7.0,10.636301882392717,0.0,0
121.67294247826749,-4.308589597222461,1.0827587,0.5438001,2.266067,0.8233971,359,18.50074,-25.0,10.838600874467788,0.0,0
121.62407412681137,-4.223429308287931,1.1713917,0.56312513,2.2124145,0.7671619,93,21.005852,62.0,10.701079780457286,0.0,0
121.68839350115432,-4.305894651370102,1.0,0.5114135,2.237516,0.81682837,494,17.206318,-16.0,10.916053543088507,0.0,0
121.61419265868604,-4.219836047151452,1.03,0.5581537,2.3354511,0.8284286,79,3.714834,10.0,13.731174618164388,0.0,0
121.62461311598184,-4.214805481560383,1.0141243,0.48615915,2.2814615,0.8123857,153,26.56324,-37.0,9.744007664332475,0.0,0
121.63808784524365,-4.241036287856673,1.0200617,0.49411163,2.2903483,0.79723924,230,13.909528,15.0,11.1396295394919,0.0,0
121.68785451198386,-4.300325096608561,1.0897833,0.5058305,2.3073285,0.8328188,519,10.484211,26.0,11.83639354274936,0.0,0
121.63700986690267,-4.2329514502995975,0.9752907,0.53844994,2.2233312,0.8159122,287,16.924564,32.0,11.33914070198546,0.0,0
121.59227376575352,-4.228459873878999,1.2220796,0.7049065,2.0054646,0.7149274,30,4.635419,6.0,15.93252801757118,138.4011597047131,0
121.6761764132903,-4.306433640540574,1.1214204,0.52846783,2.2185628,0.7915247,410,15.090427,44.0,11.747620322718276,0.0,0
121.54807665377486,-4.275531594766862,0.96845424,0.5391331,2.2728426,0.8308074,37,19.139013,32.0,10.802156595576708,0.0,0
121.64222009555058,-4.248761799300101,0.96650714,0.4903263,2.3518004,0.8390866,331,1.313249,-6.0,12.826285918085553,0.0,0
121.62030120261808,-4.221992003833339,1.0215827,0.530373,2.2828746,0.81671506,78,6.663629,-34.0,11.197813293229764,0.0,0
121.6287453662888,-4.239419320345258,1.8492064,0.95080304,1.5870377,0.40222347,170,11.324477,-6.0,12.450631018943318,0.0,0
121.7024072195866,-4.306433640540574,0.98310816,0.5053619,2.2917933,0.82229006,532,14.781111,-36.0,10.383006741697882,0.0,0
121.6167079414816,-4.2189377318673325,1.0628467,0.51983166,2.2984967,0.8296801,93,6.7226024,0.0,11.188924364744915,0.0,0
121.61275535423148,-4.200971426184943,0.851632,0.46046388,2.3833563,0.8593482,36,4.7190847,-6.0,12.93144306596091,0.0,0
121.6828239463928,-4.305175999142807,1.1278195,0.5190749,2.324263,0.81606376,421,9.220719,21.0,16.84000879240077,0.0,0
121.6341352579935,-4.242832918424912,1.1370481,0.49623138,2.067933,0.7662539,211,16.61026,-6.0,10.95352296592928,0.0,0
121.62694873572056,-4.218219079640037,0.99090904,0.5172312,2.268734,0.824288,139,6.737961,-17.0,12.285235827166384,0.0,0
121.64796931336896,-4.244988875106799,0.9223602,0.5129093,2.323823,0.8289663,336,8.311584,-26.0,10.97427114215287,0.0,0
